,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid,ns,sn,sg
53275,2010,3,10,2010-03-10,21:30:00,AR,1,0,0,35.6273,-91.53,35.6401,-91.5261,0.91,100,1,1,1
53280,2010,3,11,2010-03-11,03:05:00,MS,1,0,0,32.4158,-89.5848,32.4707,-89.5221,5.27,400,1,1,1
53281,2010,3,11,2010-03-11,03:09:00,MS,1,0,0,32.4469,-89.5609,32.4614,-89.5463,1.31,250,1,1,1
53286,2010,3,25,2010-03-25,16:40:00,AL,1,0,0,34.36,-87.085,34.372,-87.037,2.86,50,1,1,1
53287,2010,3,25,2010-03-25,18:02:00,AL,1,0,0,33.2391,-86.867,33.2538,-86.823,2.74,100,1,1,1
53288,2010,3,25,2010-03-25,18:59:00,AL,1,0,0,32.8472,-86.6814,32.8553,-86.6351,2.75,200,1,1,1
53303,2010,4,8,2010-04-08,03:42:00,AL,0,0,0,34.0884,-86.5937,34.091,-86.592,0.2,50,1,1,1
53304,2010,4,8,2010-04-08,06:15:00,AL,0,0,0,31.1683,-88.0412,31.1696,-88.04,0.11,100,1,1,1
53305,2010,4,8,2010-04-08,11:10:00,AL,0,0,0,31.2893,-86.0359,31.2893,-86.0359,3.0,75,1,1,1
53313,2010,4,17,2010-04-17,16:15:00,TX,0,0,0,27.5211,-97.9681,27.5137,-97.9684,0.51,50,1,1,1
53314,2010,4,20,2010-04-20,18:04:00,TX,0,0,0,35.18,-102.123,35.1893,-102.108,1.05,50,1,1,1
53315,2010,4,20,2010-04-20,18:47:00,TX,0,0,0,34.9807,-102.062,34.9899,-102.051,0.9,50,1,1,1
53332,2010,4,22,2010-04-22,15:48:00,KS,1,0,0,37.8838,-101.432,37.9576,-101.297,9.4,1760,1,1,1
53333,2010,4,22,2010-04-22,15:59:00,TX,0,0,0,35.0812,-101.137,35.0879,-101.106,1.83,50,1,1,1
53334,2010,4,22,2010-04-22,16:04:00,KS,0,0,0,37.9607,-101.325,38.0209,-101.277,4.9,440,1,1,1
53335,2010,4,22,2010-04-22,16:10:00,TX,0,0,0,35.16,-100.98,35.1589,-100.887,5.24,100,1,1,1
53336,2010,4,22,2010-04-22,16:20:00,TX,1,0,0,34.9866,-101.2,35.1119,-101.1,10.34,100,1,1,1
53338,2010,4,22,2010-04-22,16:32:00,KS,0,0,0,38.0391,-101.215,38.0744,-101.197,2.61,150,1,1,1
53339,2010,4,22,2010-04-22,16:38:00,TX,0,0,0,35.22,-100.85,35.2225,-100.842,0.49,25,1,1,1
53341,2010,4,22,2010-04-22,16:51:00,OK,0,0,0,36.5,-100.82,36.501,-100.816,0.23,25,1,1,1
53342,2010,4,22,2010-04-22,17:07:00,TX,0,0,0,35.16,-100.98,35.1618,-100.97,0.59,25,1,1,1
53343,2010,4,22,2010-04-22,17:10:00,KS,1,0,0,38.2147,-101.089,38.2611,-101.043,2.69,880,1,1,1
53345,2010,4,22,2010-04-22,17:17:00,KS,0,0,0,38.2255,-101.056,38.2385,-101.052,0.93,75,1,1,1
53346,2010,4,22,2010-04-22,17:27:00,KS,0,0,0,38.2706,-101.036,38.3185,-101.041,3.32,440,1,1,1
53347,2010,4,22,2010-04-22,17:30:00,TX,0,0,0,35.26,-100.8,35.2958,-100.648,4.01,440,1,1,1
53348,2010,4,22,2010-04-22,17:39:00,KS,0,0,0,38.1258,-101.295,38.1587,-101.267,2.72,200,1,1,1
53349,2010,4,22,2010-04-22,17:40:00,TX,0,0,0,35.4909,-100.639,35.49,-100.56,4.47,100,1,1,1
53352,2010,4,22,2010-04-22,18:06:00,KS,1,0,0,38.389,-100.965,38.4527,-100.871,7.2,440,1,1,1
53353,2010,4,22,2010-04-22,18:20:00,TX,2,0,0,34.153,-100.664,34.1905,-100.5,9.0,1300,1,1,1
53354,2010,4,22,2010-04-22,18:40:00,KS,0,0,0,38.5157,-100.717,38.5324,-100.702,1.4,150,1,1,1
53355,2010,4,22,2010-04-22,18:46:00,TX,3,0,0,34.1688,-100.512,34.2615,-100.329,12.25,975,1,1,1
53356,2010,4,22,2010-04-22,18:57:00,KS,0,0,0,38.5569,-100.598,38.6014,-100.562,3.7,150,1,1,1
53357,2010,4,22,2010-04-22,20:05:00,TX,0,0,0,34.15,-100.22,34.1934,-100.15,5.0,150,1,1,1
53358,2010,4,22,2010-04-22,20:21:00,KS,0,0,0,38.8387,-100.361,38.8443,-100.355,0.52,10,1,1,1
53360,2010,4,23,2010-04-23,14:48:00,MS,1,0,0,33.3366,-90.4158,33.3349,-90.3813,2.0,50,1,1,1
53364,2010,4,23,2010-04-23,18:34:00,TX,0,0,0,33.0808,-94.2455,33.0971,-94.1649,4.8,50,1,1,1
53365,2010,4,23,2010-04-23,18:44:00,TX,0,0,0,33.1541,-94.1611,33.2618,-93.8847,17.62,100,2,0,1
53368,2010,4,24,2010-04-24,00:44:00,TX,1,0,0,32.3699,-96.1034,32.3719,-96.1021,0.16,30,1,1,1
53369,2010,4,24,2010-04-24,01:31:00,TX,0,3,0,32.818,-95.451,32.854,-95.392,4.23,100,1,1,1
53370,2010,4,24,2010-04-24,01:45:00,TX,0,0,0,32.938,-95.2291,32.9505,-95.2054,1.62,70,1,1,1
53372,2010,4,24,2010-04-24,07:43:00,MS,1,0,0,31.9379,-89.6386,32.0333,-89.495,10.69,50,1,1,1
53373,2010,4,24,2010-04-24,08:22:00,MS,2,0,0,32.1575,-89.1141,32.3058,-88.7646,22.89,1056,1,1,1
53374,2010,4,24,2010-04-24,09:44:00,AL,0,0,0,32.3645,-88.2842,32.3645,-88.2842,0.08,30,1,1,1
53376,2010,4,24,2010-04-24,10:19:00,AL,1,2,0,32.5248,-87.8399,32.6236,-87.7636,8.15,200,1,1,1
53377,2010,4,24,2010-04-24,10:20:00,MS,0,0,0,34.4849,-88.9644,34.4854,-88.9636,0.06,30,1,1,1
53378,2010,4,24,2010-04-24,10:50:00,AL,0,0,0,32.7628,-87.5461,32.8335,-87.4912,5.83,100,1,1,1
53382,2010,4,24,2010-04-24,13:05:00,AR,0,0,0,35.8582,-90.1086,35.8849,-90.0896,2.13,50,1,1,1
53383,2010,4,24,2010-04-24,13:09:00,MS,2,0,0,33.5302,-88.8531,33.5638,-88.7388,6.98,800,1,1,1
53384,2010,4,24,2010-04-24,13:28:00,MS,2,0,0,33.6349,-88.6019,33.6448,-88.5716,1.87,300,1,1,1
53385,2010,4,24,2010-04-24,13:40:00,MS,1,1,0,33.7387,-88.4347,33.7916,-88.3409,6.51,150,1,1,1
53386,2010,4,24,2010-04-24,15:23:00,KY,0,0,0,36.7595,-87.3756,36.78,-87.35,2.0,40,1,1,1
53388,2010,4,24,2010-04-24,15:26:00,TN,1,0,0,35.684,-88.1386,35.882,-87.754,25.64,400,1,1,1
53389,2010,4,24,2010-04-24,15:27:00,AL,0,0,0,33.9491,-87.8591,34.0201,-87.7683,7.15,200,1,1,1
53391,2010,4,24,2010-04-24,16:40:00,KY,1,0,0,37.2972,-86.3676,37.296,-86.3499,1.1,50,1,1,1
53392,2010,4,24,2010-04-24,17:15:00,TN,1,0,0,35.6478,-87.5184,35.6674,-87.4962,1.84,100,1,1,1
53393,2010,4,24,2010-04-24,17:57:00,AL,2,0,0,34.1036,-86.8062,34.1481,-86.7213,5.75,300,1,1,1
53394,2010,4,24,2010-04-24,18:25:00,KY,1,0,0,37.8628,-84.8352,37.885,-84.8258,1.75,50,1,1,1
53395,2010,4,24,2010-04-24,18:32:00,MS,1,0,0,32.5731,-88.8309,32.6047,-88.7676,4.32,100,1,1,1
53396,2010,4,24,2010-04-24,18:42:00,TN,0,0,0,36.534,-86.19,36.554,-86.179,1.51,50,1,1,1
53397,2010,4,24,2010-04-24,19:06:00,AL,1,0,0,33.6024,-87.6769,33.6494,-87.5778,6.56,200,1,1,1
53398,2010,4,24,2010-04-24,19:21:00,AL,1,0,0,33.6794,-87.5386,33.7182,-87.474,4.59,400,1,1,1
53399,2010,4,24,2010-04-24,20:59:00,AL,3,35,0,34.1917,-86.4146,34.3181,-86.1085,18.61,1320,1,1,1
53400,2010,4,24,2010-04-24,21:01:00,AL,3,0,0,33.7336,-87.2864,33.8532,-86.7931,29.64,400,1,1,1
53401,2010,4,24,2010-04-24,21:35:00,AL,3,10,0,34.3181,-86.1085,34.4558,-85.7752,21.25,1320,1,1,1
53402,2010,4,24,2010-04-24,22:25:00,AL,3,0,0,34.5256,-85.5888,34.5678,-85.3433,14.35,440,2,0,1
53403,2010,4,24,2010-04-24,23:01:00,AL,4,5,0,34.3439,-85.7105,34.2203,-85.9602,16.62,880,1,1,1
53404,2010,4,24,2010-04-24,23:50:00,TN,2,0,0,35.5689,-84.2829,35.62,-84.14,14.0,100,1,1,1
53405,2010,4,25,2010-04-25,00:05:00,TN,0,0,0,35.0638,-84.4753,35.0683,-84.454,1.24,30,1,1,1
53412,2010,4,29,2010-04-29,18:12:00,KS,0,0,0,39.8832,-97.0304,39.8921,-97.0141,0.96,25,1,1,1
53414,2010,4,30,2010-04-30,16:49:00,AR,1,0,0,36.4877,-92.6096,36.5909,-92.3761,16.0,440,2,0,1
53420,2010,4,30,2010-04-30,17:56:00,AR,3,15,1,35.4173,-92.765,35.6205,-92.5049,20.28,700,1,1,1
53425,2010,4,30,2010-04-30,18:46:00,AR,1,0,0,34.3929,-92.5105,34.4203,-92.4747,2.78,75,1,1,1
53426,2010,4,30,2010-04-30,18:48:00,AR,1,0,0,35.7114,-92.3951,35.7999,-92.2839,8.87,150,1,1,1
53427,2010,4,30,2010-04-30,18:55:00,AR,2,0,0,35.3549,-92.6427,35.4351,-92.4603,11.77,200,1,1,1
53428,2010,4,30,2010-04-30,18:59:00,AR,2,8,0,34.4668,-92.4234,34.6696,-92.2257,17.99,550,1,1,1
53430,2010,4,30,2010-04-30,19:35:00,AR,2,0,0,34.693,-92.1878,35.0938,-91.8292,34.68,1000,1,1,1
53431,2010,4,30,2010-04-30,19:37:00,AR,2,0,0,34.114,-94.037,34.126,-94.008,1.85,150,1,1,1
53435,2010,4,30,2010-04-30,20:55:00,AR,1,0,0,35.2105,-91.6726,35.2327,-91.6396,2.41,150,1,1,1
53436,2010,4,30,2010-04-30,21:24:00,AR,0,0,0,34.071,-93.97,34.0724,-93.9559,0.81,75,1,1,1
53437,2010,4,30,2010-04-30,21:40:00,AR,3,0,0,35.446,-91.2711,35.5099,-91.1581,7.74,1000,1,1,1
53438,2010,4,30,2010-04-30,21:52:00,AR,1,0,0,34.0703,-92.5692,34.0897,-92.5465,1.87,50,1,1,1
53439,2010,5,1,2010-05-01,02:02:00,KY,0,0,0,36.6314,-88.1843,36.6544,-88.0792,6.04,75,1,1,1
53440,2010,5,1,2010-05-01,12:34:00,MS,1,0,0,34.5775,-88.9967,34.6666,-88.8505,10.34,300,1,1,1
53441,2010,5,1,2010-05-01,15:23:00,TN,0,0,0,35.0963,-87.4329,35.1081,-87.3798,3.11,100,1,1,1
53442,2010,5,1,2010-05-01,17:41:00,AR,1,0,0,33.3128,-92.3858,33.3454,-92.3564,2.82,35,1,1,1
53443,2010,5,1,2010-05-01,18:27:00,AR,1,0,0,33.7686,-92.0312,33.7738,-92.0263,0.46,50,1,1,1
53444,2010,5,1,2010-05-01,19:29:00,TX,0,0,0,33.0118,-94.2,33.025,-94.1995,0.91,150,1,1,1
53445,2010,5,1,2010-05-01,19:55:00,AR,1,0,0,35.1853,-91.0762,35.2578,-90.9511,8.66,200,1,1,1
53446,2010,5,1,2010-05-01,20:36:00,AR,1,0,0,35.5222,-90.6177,35.5886,-90.5433,6.21,400,1,1,1
53447,2010,5,1,2010-05-01,20:47:00,AR,0,0,0,33.859,-93.388,33.862,-93.359,1.68,75,1,1,1
53448,2010,5,1,2010-05-01,20:58:00,AR,0,0,0,35.7506,-90.4266,35.7508,-90.4262,0.03,25,1,1,1
53450,2010,5,1,2010-05-01,21:47:00,TN,1,0,0,35.3228,-89.9383,35.3259,-89.9282,0.61,100,1,1,1
53451,2010,5,2,2010-05-02,00:05:00,KY,2,0,0,36.5222,-89.0553,36.635,-88.8803,12.46,600,1,1,1
53452,2010,5,2,2010-05-02,00:10:00,MS,0,0,0,34.8759,-90.0442,34.8896,-90.0349,1.08,100,1,1,1
53453,2010,5,2,2010-05-02,00:42:00,MS,1,0,0,34.2432,-89.8904,34.244,-89.8888,0.11,30,1,1,1
53454,2010,5,2,2010-05-02,00:47:00,KY,0,0,0,36.7613,-88.5263,36.774,-88.4869,2.35,40,1,1,1
53455,2010,5,2,2010-05-02,01:14:00,TN,0,0,0,35.7736,-88.9905,35.7739,-88.9903,0.02,25,1,1,1
53456,2010,5,2,2010-05-02,01:20:00,TN,2,0,0,35.8088,-88.9066,35.8309,-88.8596,3.04,200,1,1,1
53457,2010,5,2,2010-05-02,01:48:00,MS,3,9,3,34.8008,-89.1893,35.0623,-88.7758,29.58,880,2,0,1
53458,2010,5,2,2010-05-02,01:49:00,KY,2,0,0,37.0571,-87.5981,37.1284,-87.45,9.54,300,1,1,1
53459,2010,5,2,2010-05-02,02:04:00,KY,0,0,0,37.1382,-87.4,37.1388,-87.3904,0.53,75,1,1,1
53460,2010,5,2,2010-05-02,02:20:00,TN,0,0,0,35.0787,-88.7365,35.0803,-88.7345,0.16,50,1,1,1
53461,2010,5,2,2010-05-02,02:24:00,TN,2,12,0,35.1184,-88.6892,35.3729,-88.3563,25.74,880,1,1,1
53462,2010,5,2,2010-05-02,02:27:00,MS,2,0,1,34.4891,-89.5129,34.5031,-89.4945,1.43,75,1,1,1
53463,2010,5,2,2010-05-02,03:13:00,TN,0,0,0,35.4984,-88.2825,35.5445,-88.1985,5.7,100,1,1,1
53464,2010,5,2,2010-05-02,03:45:00,TN,1,0,0,35.6989,-87.8503,35.7247,-87.731,6.93,250,1,1,1
53465,2010,5,2,2010-05-02,04:00:00,TN,2,1,0,35.7911,-87.6977,35.8498,-87.5513,9.15,600,1,1,1
53466,2010,5,2,2010-05-02,04:17:00,TN,2,0,0,35.8921,-87.5126,35.9101,-87.4467,3.89,250,1,1,1
53467,2010,5,2,2010-05-02,05:07:00,TN,1,0,0,36.2867,-86.7464,36.3068,-86.686,3.64,300,1,1,1
53468,2010,5,2,2010-05-02,05:17:00,TN,1,0,0,36.3308,-86.6444,36.3858,-86.5846,5.05,400,1,1,1
53469,2010,5,2,2010-05-02,05:45:00,TN,0,0,0,35.8374,-87.2672,35.8627,-87.2297,2.73,50,1,1,1
53470,2010,5,2,2010-05-02,07:35:00,KY,0,0,0,36.7,-85.7576,36.7,-85.6547,5.7,50,1,1,1
53471,2010,5,2,2010-05-02,14:25:00,KY,2,0,0,36.8855,-84.73,36.8855,-84.73,0.25,100,1,1,1
53478,2010,5,10,2010-05-10,12:27:00,KS,1,0,0,38.4878,-101.206,38.4944,-101.192,0.89,25,1,1,1
53479,2010,5,10,2010-05-10,12:31:00,KS,0,0,0,38.555,-101.199,38.5671,-101.18,1.34,25,1,1,1
53480,2010,5,10,2010-05-10,12:50:00,KS,0,0,0,38.8162,-101.242,38.8305,-101.218,1.63,25,1,1,1
53481,2010,5,10,2010-05-10,13:18:00,KS,0,0,0,38.8102,-101.144,38.8197,-101.106,2.18,25,1,1,1
53482,2010,5,10,2010-05-10,13:22:00,KS,0,0,0,38.7805,-101.055,38.7929,-101.038,1.28,25,1,1,1
53483,2010,5,10,2010-05-10,14:00:00,KS,0,0,0,38.5009,-100.704,38.5017,-100.703,0.07,25,1,1,1
53484,2010,5,10,2010-05-10,14:08:00,KS,0,0,0,38.58,-100.08,38.58,-100.07,0.3,25,1,1,1
53485,2010,5,10,2010-05-10,14:33:00,OK,0,0,0,36.793,-98.062,36.793,-98.062,0.5,20,1,1,1
53486,2010,5,10,2010-05-10,14:38:00,OK,3,3,0,36.808,-98.031,37.006,-97.3322,47.66,1500,2,0,1
53487,2010,5,10,2010-05-10,14:39:00,OK,0,0,0,36.808,-98.031,36.808,-98.031,0.3,30,1,1,1
53488,2010,5,10,2010-05-10,15:03:00,OK,0,0,0,36.836,-97.771,36.838,-97.766,0.3,30,1,1,1
53489,2010,5,10,2010-05-10,15:12:00,KS,0,0,0,37.4002,-98.3352,37.4138,-98.2885,2.73,125,1,1,1
53490,2010,5,10,2010-05-10,15:15:00,OK,1,0,0,36.919,-97.528,36.948,-97.444,5.0,500,1,1,1
53491,2010,5,10,2010-05-10,15:17:00,OK,1,0,0,36.955,-97.435,36.976,-97.317,6.7,400,1,1,1
53492,2010,5,10,2010-05-10,15:21:00,OK,0,0,0,36.9,-97.449,36.904,-97.437,0.75,50,1,1,1
53493,2010,5,10,2010-05-10,15:34:00,KS,2,0,0,37.4997,-97.9898,37.5157,-97.9363,3.14,700,1,1,1
53494,2010,5,10,2010-05-10,15:44:00,KS,1,0,0,37.5193,-97.8367,37.5345,-97.8094,1.83,300,1,1,1
53495,2010,5,10,2010-05-10,15:46:00,OK,0,0,0,35.723,-97.745,35.8,-97.669,6.9,30,1,1,1
53496,2010,5,10,2010-05-10,15:46:00,OK,0,0,0,35.439,-97.911,35.484,-97.865,4.0,40,1,1,1
53497,2010,5,10,2010-05-10,15:49:00,KS,1,0,0,37.0724,-97.0313,37.0816,-97.0095,1.36,300,1,1,1
53498,2010,5,10,2010-05-10,15:53:00,OK,0,0,0,36.479,-97.173,36.482,-97.164,0.5,20,1,1,1
53499,2010,5,10,2010-05-10,15:58:00,KS,1,0,0,37.5854,-97.6434,37.6042,-97.5534,5.09,300,1,1,1
53500,2010,5,10,2010-05-10,16:00:00,OK,1,0,0,36.539,-97.07,36.6551,-96.72,21.0,2460,1,1,1
53501,2010,5,10,2010-05-10,16:02:00,OK,1,0,0,36.507,-97.09,36.499,-97.066,1.5,40,1,1,1
53502,2010,5,10,2010-05-10,16:05:00,OK,1,0,0,34.2257,-98.1122,34.259,-98.0389,5.0,50,1,1,1
53503,2010,5,10,2010-05-10,16:08:00,KS,1,0,0,37.0967,-96.9703,37.102,-96.9602,0.67,150,1,1,1
53504,2010,5,10,2010-05-10,16:13:00,OK,0,0,0,35.604,-97.543,35.604,-97.543,0.2,20,1,1,1
53505,2010,5,10,2010-05-10,16:20:00,OK,1,0,0,34.665,-97.781,34.712,-97.688,6.25,700,1,1,1
53506,2010,5,10,2010-05-10,16:20:00,OK,4,49,2,35.289,-97.504,35.47,-97.155,24.0,2000,1,1,1
53507,2010,5,10,2010-05-10,16:22:00,OK,1,0,0,35.312,-97.48,35.351,-97.438,3.75,250,1,1,1
53508,2010,5,10,2010-05-10,16:27:00,OK,1,0,0,35.306,-97.421,35.306,-97.421,0.5,50,1,1,1
53509,2010,5,10,2010-05-10,16:28:00,KS,0,0,0,37.3139,-96.5034,37.3167,-96.5,0.27,75,1,1,1
53510,2010,5,10,2010-05-10,16:32:00,OK,4,32,1,35.1808,-97.4273,35.255,-97.049,22.25,880,1,1,1
53511,2010,5,10,2010-05-10,16:33:00,OK,0,0,0,36.7,-96.6117,36.7,-96.6117,0.1,75,1,1,1
53512,2010,5,10,2010-05-10,16:34:00,OK,1,0,0,35.1703,-97.4498,35.194,-97.357,5.5,250,1,1,1
53513,2010,5,10,2010-05-10,16:36:00,OK,1,0,0,34.882,-97.424,34.922,-97.361,4.6,880,1,1,1
53514,2010,5,10,2010-05-10,16:37:00,OK,0,0,0,34.893,-97.433,34.898,-97.42,0.8,150,1,1,1
53515,2010,5,10,2010-05-10,16:39:00,OK,2,3,0,35.118,-97.274,35.271,-97.052,17.35,440,1,1,1
53516,2010,5,10,2010-05-10,16:41:00,OK,0,0,0,36.7419,-96.5674,36.7554,-96.5532,1.0,50,1,1,1
53517,2010,5,10,2010-05-10,16:44:00,OK,0,0,0,34.1102,-97.7454,34.1185,-97.7212,1.5,30,1,1,1
53518,2010,5,10,2010-05-10,16:45:00,OK,0,0,0,36.6854,-96.3491,36.7062,-96.33,1.0,75,1,1,1
53519,2010,5,10,2010-05-10,16:48:00,OK,3,3,0,35.34,-97.108,35.365,-96.997,6.5,880,1,1,1
53520,2010,5,10,2010-05-10,16:50:00,OK,0,0,0,34.324,-97.635,34.335,-97.599,2.0,50,1,1,1
53521,2010,5,10,2010-05-10,16:56:00,OK,3,28,0,35.246,-96.984,35.3975,-96.3807,37.2,2200,1,1,1
53522,2010,5,10,2010-05-10,17:04:00,OK,2,0,0,34.18,-97.512,34.188,-97.434,4.5,400,1,1,1
53523,2010,5,10,2010-05-10,17:22:00,OK,3,0,0,34.245,-97.319,34.279,-97.245,4.9,400,1,1,1
53524,2010,5,10,2010-05-10,17:25:00,OK,0,0,0,34.188,-97.205,34.194,-97.198,0.5,30,1,1,1
53525,2010,5,10,2010-05-10,17:45:00,OK,1,0,0,35.3395,-96.3089,35.4596,-96.1359,14.0,1000,1,1,1
53526,2010,5,10,2010-05-10,17:52:00,OK,0,0,0,35.02,-97.213,35.022,-97.179,2.0,80,1,1,1
53527,2010,5,10,2010-05-10,17:54:00,OK,1,0,0,33.956,-97.037,33.946,-97.004,2.0,200,1,1,1
53528,2010,5,10,2010-05-10,18:03:00,OK,0,0,0,35.3982,-96.0558,35.4004,-96.0461,0.5,100,1,1,1
53529,2010,5,10,2010-05-10,18:04:00,OK,2,0,0,35.3833,-96.0266,35.4895,-95.8923,12.0,1250,1,1,1
53530,2010,5,10,2010-05-10,18:08:00,OK,0,0,0,33.951,-96.888,33.949,-96.876,0.7,40,1,1,1
53531,2010,5,10,2010-05-10,18:15:00,OK,0,0,0,33.919,-96.871,33.92,-96.86,0.63,40,1,1,1
53532,2010,5,10,2010-05-10,18:16:00,OK,2,0,0,35.4028,-95.8673,35.424,-95.8459,1.8,300,1,1,1
53533,2010,5,10,2010-05-10,18:17:00,OK,1,0,0,35.4898,-96.4835,35.5715,-96.2296,15.5,650,1,1,1
53534,2010,5,10,2010-05-10,18:23:00,OK,2,0,0,35.441,-95.814,35.5279,-95.6248,13.0,800,1,1,1
53535,2010,5,10,2010-05-10,18:25:00,OK,0,0,0,35.4303,-95.7911,35.4303,-95.7911,0.4,100,1,1,1
53536,2010,5,10,2010-05-10,18:28:00,OK,1,0,0,35.4239,-95.7757,35.4354,-95.7349,2.6,600,1,1,1
53537,2010,5,10,2010-05-10,18:30:00,OK,1,0,0,35.4239,-95.7364,35.4363,-95.7258,1.0,300,1,1,1
53538,2010,5,10,2010-05-10,18:31:00,OK,1,0,0,35.4362,-95.7177,35.4417,-95.7077,0.5,150,1,1,1
53539,2010,5,10,2010-05-10,18:32:00,OK,0,0,0,35.4519,-95.7008,35.4519,-95.7008,0.2,75,1,1,1
53540,2010,5,10,2010-05-10,18:33:00,OK,1,0,0,35.4634,-95.6807,35.493,-95.5733,6.5,1100,1,1,1
53541,2010,5,10,2010-05-10,18:35:00,OK,2,0,0,35.497,-95.7354,35.5089,-95.7175,1.3,200,1,1,1
53542,2010,5,10,2010-05-10,18:46:00,OK,1,0,0,35.5026,-95.4784,35.5448,-95.3733,6.5,800,1,1,1
53543,2010,5,10,2010-05-10,18:56:00,OK,1,0,0,35.5293,-95.3438,35.5357,-95.3145,2.0,400,1,1,1
53544,2010,5,10,2010-05-10,19:05:00,OK,0,0,0,34.362,-96.879,34.356,-96.818,3.5,80,1,1,1
53545,2010,5,10,2010-05-10,19:06:00,OK,1,3,0,35.5722,-95.1987,35.6163,-94.9739,13.0,1250,1,1,1
53546,2010,5,10,2010-05-10,19:27:00,OK,1,0,0,35.5535,-94.8769,35.5758,-94.8115,4.0,500,1,1,1
53547,2010,5,10,2010-05-10,19:42:00,OK,2,0,0,34.254,-96.432,34.24,-96.404,1.85,400,1,1,1
53550,2010,5,11,2010-05-11,19:27:00,OK,0,0,0,36.188,-99.561,36.188,-99.561,0.1,10,1,1,1
53551,2010,5,11,2010-05-11,22:58:00,KS,0,0,0,37.781,-99.8523,37.8,-99.69,8.96,100,1,1,1
53552,2010,5,12,2010-05-12,14:38:00,KS,0,0,0,38.34,-97.54,38.3465,-97.5284,0.77,75,1,1,1
53553,2010,5,12,2010-05-12,14:52:00,KS,0,0,0,38.23,-97.66,38.2398,-97.6338,1.58,100,1,1,1
53554,2010,5,12,2010-05-12,15:16:00,KS,0,0,0,38.3595,-97.4728,38.3648,-97.4657,0.53,75,1,1,1
53555,2010,5,12,2010-05-12,15:18:00,KS,0,0,0,37.8292,-97.7898,37.8368,-97.7801,0.75,75,1,1,1
53556,2010,5,12,2010-05-12,17:20:00,OK,0,0,0,34.9716,-99.9474,34.9936,-99.9073,2.73,50,1,1,1
53557,2010,5,12,2010-05-12,19:11:00,KS,0,0,0,37.812,-96.9931,37.8287,-96.983,1.28,75,1,1,1
53558,2010,5,12,2010-05-12,19:21:00,OK,1,0,0,35.414,-98.962,35.538,-98.861,10.4,50,1,1,1
53560,2010,5,13,2010-05-13,03:19:00,OK,1,0,0,35.7347,-96.5499,35.8257,-96.211,20.0,1000,1,1,1
53561,2010,5,13,2010-05-13,03:43:00,OK,2,0,0,35.9972,-96.1317,36.1479,-95.7691,22.7,500,1,1,1
53562,2010,5,13,2010-05-13,03:45:00,OK,1,0,0,35.9403,-96.0619,36.0241,-95.8316,14.1,500,1,1,1
53563,2010,5,13,2010-05-13,03:52:00,OK,2,0,0,35.5942,-95.9394,35.6258,-95.841,6.0,300,1,1,1
53564,2010,5,13,2010-05-13,04:04:00,OK,2,2,0,35.9991,-95.7132,36.022,-95.6255,5.1,550,1,1,1
53565,2010,5,13,2010-05-13,04:05:00,OK,2,0,0,36.2224,-95.7481,36.2552,-95.6443,6.0,450,1,1,1
53566,2010,5,13,2010-05-13,04:09:00,OK,0,0,0,36.1647,-95.6895,36.1761,-95.6379,3.1,700,1,1,1
53567,2010,5,13,2010-05-13,04:17:00,OK,2,2,0,36.1413,-95.5111,36.1944,-95.37,8.7,1000,1,1,1
53568,2010,5,13,2010-05-13,04:37:00,OK,1,0,0,35.93,-95.1321,35.9761,-95.0931,4.0,200,1,1,1
53569,2010,5,13,2010-05-13,04:51:00,OK,1,0,0,36.03,-94.9053,36.03,-94.8337,4.0,200,1,1,1
53570,2010,5,13,2010-05-13,05:05:00,OK,1,0,0,36.6613,-94.8252,36.6949,-94.6873,8.0,500,1,1,1
53571,2010,5,13,2010-05-13,05:24:00,AR,1,0,0,36.1205,-94.3553,36.1205,-94.3553,0.1,75,1,1,1
53577,2010,5,14,2010-05-14,11:56:00,TX,0,0,0,31.7548,-102.802,31.7931,-102.779,2.98,100,1,1,1
53578,2010,5,14,2010-05-14,12:15:00,TX,3,0,0,31.8344,-102.73,31.8964,-102.731,4.28,500,1,1,1
53579,2010,5,14,2010-05-14,12:32:00,TX,0,0,0,31.9102,-102.571,31.9284,-102.567,1.27,75,1,1,1
53580,2010,5,14,2010-05-14,13:15:00,TX,0,0,0,32.0,-101.92,32.0039,-101.912,0.53,50,1,1,1
53581,2010,5,14,2010-05-14,17:35:00,TX,0,0,0,31.3198,-101.619,31.3198,-101.607,0.71,75,1,1,1
53585,2010,5,16,2010-05-16,10:30:00,AR,0,0,0,35.0405,-94.355,35.0405,-94.355,0.1,50,1,1,1
53588,2010,5,16,2010-05-16,20:33:00,KS,0,0,0,37.77,-98.56,37.77,-98.55,0.3,50,1,1,1
53589,2010,5,16,2010-05-16,21:00:00,KS,0,0,0,37.67,-98.37,37.6643,-98.3579,0.77,100,1,1,1
53591,2010,5,18,2010-05-18,07:41:00,TX,0,0,0,26.07,-97.22,26.07,-97.22,0.01,10,1,1,1
53596,2010,5,18,2010-05-18,16:32:00,TX,0,0,0,35.8265,-102.373,35.8313,-102.354,1.09,50,1,1,1
53597,2010,5,18,2010-05-18,16:41:00,TX,0,0,0,35.7981,-102.299,35.8011,-102.281,1.01,100,1,1,1
53598,2010,5,18,2010-05-18,16:55:00,TX,0,0,0,35.85,-102.166,35.8523,-102.157,0.53,25,1,1,1
