,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid,ns,sn,sg
6983,1963,5,31,1963-05-31,16:00:00,TX,1,0,0,33.6,-102.12,0.0,0.0,1.0,17,1,1,1
6984,1963,5,31,1963-05-31,16:00:00,TX,1,0,0,33.6,-102.12,0.0,0.0,0.5,10,1,1,1
6985,1963,5,31,1963-05-31,16:00:00,TX,0,0,0,33.45,-102.48,0.0,0.0,0.5,10,1,1,1
6986,1963,5,31,1963-05-31,16:00:00,TX,0,0,0,33.45,-102.48,0.0,0.0,1.0,13,1,1,1
6989,1963,6,2,1963-06-02,17:30:00,TX,0,0,0,33.83,-101.88,0.0,0.0,1.0,17,1,1,1
6990,1963,6,2,1963-06-02,19:00:00,TX,0,0,0,34.12,-101.45,0.0,0.0,0.8,10,1,1,1
6991,1963,6,2,1963-06-02,21:30:00,TX,1,0,0,34.17,-101.73,34.1,-101.8,6.1,67,1,1,1
6992,1963,6,2,1963-06-02,21:30:00,TX,0,0,0,34.0,-101.9,0.0,0.0,1.0,10,1,1,1
6997,1963,6,3,1963-06-03,19:15:00,TX,1,0,0,32.33,-94.98,0.0,0.0,2.0,33,1,1,1
6998,1963,6,4,1963-06-04,18:30:00,TX,1,0,0,34.08,-102.23,0.0,0.0,1.0,67,1,1,1
6999,1963,6,4,1963-06-04,20:30:00,TX,0,0,0,34.02,-102.33,0.0,0.0,0.5,10,1,1,1
7000,1963,6,4,1963-06-04,20:30:00,TX,0,0,0,34.02,-102.32,0.0,0.0,1.0,17,1,1,1
7001,1963,6,4,1963-06-04,20:32:00,TX,1,0,0,33.42,-102.12,0.0,0.0,0.1,10,1,1,1
7002,1963,6,4,1963-06-04,21:00:00,TX,0,0,0,33.42,-102.12,0.0,0.0,0.1,10,1,1,1
7003,1963,6,4,1963-06-04,21:00:00,TX,1,0,0,34.07,-102.47,0.0,0.0,1.5,33,1,1,1
7004,1963,6,4,1963-06-04,21:00:00,TX,0,0,0,34.18,-102.13,0.0,0.0,0.4,10,1,1,1
7005,1963,6,4,1963-06-04,21:00:00,TX,0,0,0,34.18,-102.13,0.0,0.0,0.1,10,1,1,1
7006,1963,6,4,1963-06-04,21:00:00,TX,2,0,0,33.72,-101.85,0.0,0.0,2.0,33,1,1,1
7009,1963,6,5,1963-06-05,15:00:00,KS,0,0,0,37.52,-98.08,0.0,0.0,0.1,10,1,1,1
7010,1963,6,5,1963-06-05,15:00:00,KS,1,0,0,37.62,-98.12,0.0,0.0,0.1,10,1,1,1
7017,1963,6,6,1963-06-06,17:30:00,KS,0,0,0,37.23,-100.33,37.27,-100.27,4.1,10,1,1,1
7018,1963,6,6,1963-06-06,17:30:00,KS,0,0,0,37.23,-100.33,0.0,0.0,0.1,10,1,1,1
7019,1963,6,6,1963-06-06,17:30:00,KS,0,0,0,37.22,-100.32,0.0,0.0,0.1,10,1,1,1
7020,1963,6,6,1963-06-06,17:30:00,KS,0,0,0,37.22,-100.3,0.0,0.0,0.1,10,1,1,1
7026,1963,6,8,1963-06-08,13:00:00,KY,1,0,0,37.4,-85.3,0.0,0.0,0.1,10,1,1,1
7027,1963,6,8,1963-06-08,16:05:00,TX,0,0,0,34.23,-102.42,0.0,0.0,1.5,10,1,1,1
7029,1963,6,8,1963-06-08,17:00:00,TX,1,0,0,33.42,-102.12,0.0,0.0,0.6,40,1,1,1
7030,1963,6,8,1963-06-08,18:00:00,TX,1,0,0,34.3,-101.9,0.0,0.0,2.0,33,1,1,1
7032,1963,6,8,1963-06-08,21:00:00,TX,2,0,0,33.6,-102.37,0.0,0.0,2.0,50,1,1,1
7039,1963,6,9,1963-06-09,16:45:00,IA,2,2,0,42.77,-96.62,0.0,0.0,2.0,10,1,1,1
7040,1963,6,9,1963-06-09,17:10:00,IA,0,0,0,42.97,-95.7,0.0,0.0,0.1,10,1,1,1
7050,1963,6,10,1963-06-10,19:30:00,OK,0,0,0,35.45,-96.3,0.0,0.0,0.1,10,1,1,1
7052,1963,6,11,1963-06-11,18:15:00,KS,2,0,0,39.77,-98.92,0.0,0.0,1.0,20,1,1,1
7053,1963,6,11,1963-06-11,19:30:00,TX,0,0,0,32.75,-98.92,0.0,0.0,1.0,17,1,1,1
7058,1963,6,15,1963-06-15,23:30:00,OK,1,0,0,36.87,-101.1,0.0,0.0,0.1,10,1,1,1
7059,1963,6,16,1963-06-16,03:10:00,OK,2,0,0,35.38,-97.93,0.0,0.0,0.8,150,1,1,1
7060,1963,6,16,1963-06-16,04:30:00,OK,1,0,0,35.07,-98.3,0.0,0.0,0.1,10,1,1,1
7061,1963,6,16,1963-06-16,21:00:00,TX,0,0,0,34.18,-102.13,0.0,0.0,0.6,13,1,1,1
7063,1963,6,20,1963-06-20,19:10:00,AR,0,0,0,34.52,-91.55,0.0,0.0,2.5,27,1,1,1
7064,1963,6,20,1963-06-20,20:00:00,TX,0,0,0,27.32,-98.23,0.0,0.0,2.0,100,1,1,1
7067,1963,6,21,1963-06-21,18:04:00,MS,2,0,0,31.22,-90.45,31.25,-90.42,3.3,50,1,1,1
7068,1963,6,22,1963-06-22,16:00:00,TX,0,0,0,29.9,-95.8,0.0,0.0,0.7,33,1,1,1
7073,1963,6,28,1963-06-28,08:00:00,TX,1,0,0,29.45,-95.22,0.0,0.0,1.0,33,1,1,1
7075,1963,6,29,1963-06-29,14:00:00,TX,2,0,0,28.23,-97.67,28.25,-97.7,3.0,33,1,1,1
7081,1963,7,1,1963-07-01,18:50:00,TX,1,0,0,32.95,-95.27,0.0,0.0,0.3,100,1,1,1
7087,1963,7,6,1963-07-06,17:15:00,TX,0,0,0,33.22,-102.3,0.0,0.0,0.5,33,1,1,1
7095,1963,7,11,1963-07-11,21:00:00,TX,0,0,0,35.85,-102.37,0.0,0.0,0.8,33,1,1,1
7097,1963,7,12,1963-07-12,17:30:00,KS,0,0,0,38.43,-98.53,0.0,0.0,0.1,10,1,1,1
7098,1963,7,12,1963-07-12,20:25:00,KS,2,1,0,38.05,-97.32,0.0,0.0,0.1,10,1,1,1
7099,1963,7,13,1963-07-13,17:10:00,KY,1,0,0,36.6,-88.3,0.0,0.0,1.0,400,1,1,1
7100,1963,7,13,1963-07-13,20:20:00,TX,1,0,0,34.7,-101.85,0.0,0.0,0.5,33,1,1,1
7106,1963,7,15,1963-07-15,20:15:00,OK,3,0,0,36.77,-100.62,0.0,0.0,0.1,10,1,1,1
7107,1963,7,15,1963-07-15,20:20:00,OK,2,0,0,36.73,-100.6,0.0,0.0,0.1,10,1,1,1
7110,1963,7,16,1963-07-16,20:15:00,IA,1,0,0,43.4,-96.2,43.43,-96.15,2.3,200,1,1,1
7111,1963,7,17,1963-07-17,00:01:00,KS,0,0,0,38.37,-98.78,0.0,0.0,0.1,10,1,1,1
7113,1963,7,18,1963-07-18,13:20:00,MA,1,0,0,42.7,-71.5,0.0,0.0,1.0,50,1,1,1
7124,1963,7,21,1963-07-21,16:00:00,MA,0,0,0,42.1,-72.7,0.0,0.0,0.3,67,1,1,1
7125,1963,7,23,1963-07-23,15:00:00,TX,1,1,0,29.98,-93.83,0.0,0.0,1.2,40,1,1,1
7129,1963,7,24,1963-07-24,21:15:00,TX,0,0,0,30.62,-95.77,0.0,0.0,0.1,10,1,1,1
7130,1963,7,25,1963-07-25,19:50:00,TX,1,0,0,27.28,-98.1,0.0,0.0,2.0,200,1,1,1
7133,1963,7,28,1963-07-28,14:30:00,OK,1,0,0,35.8,-97.7,0.0,0.0,0.5,400,1,1,1
7134,1963,7,28,1963-07-28,15:15:00,OK,1,0,0,35.5,-97.57,0.0,0.0,0.1,10,1,1,1
7137,1963,7,29,1963-07-29,17:30:00,TX,1,0,0,33.42,-96.57,0.0,0.0,0.5,100,1,1,1
7142,1963,8,6,1963-08-06,16:30:00,KS,1,0,0,37.65,-95.95,37.82,-95.7,17.8,10,1,1,1
7143,1963,8,6,1963-08-06,17:00:00,KS,1,0,0,37.63,-98.12,0.0,0.0,0.1,10,1,1,1
7145,1963,8,8,1963-08-08,15:00:00,TX,1,0,0,32.4,-97.47,0.0,0.0,2.0,67,1,1,1
7147,1963,8,9,1963-08-09,17:20:00,OK,2,0,0,36.18,-97.08,0.0,0.0,0.1,10,1,1,1
7151,1963,8,13,1963-08-13,15:20:00,TX,0,0,0,31.65,-96.45,0.0,0.0,0.5,13,1,1,1
7161,1963,8,30,1963-08-30,09:26:00,TX,1,0,0,29.4,-94.92,0.0,0.0,0.1,10,1,1,1
7163,1963,8,30,1963-08-30,13:59:00,TX,2,0,0,31.62,-97.17,0.0,0.0,1.0,17,1,1,1
7165,1963,9,1,1963-09-01,18:52:00,KS,0,0,0,38.37,-99.37,0.0,0.0,0.1,10,1,1,1
7166,1963,9,2,1963-09-02,15:26:00,KS,0,0,0,38.27,-100.5,0.0,0.0,0.1,10,1,1,1
7173,1963,9,3,1963-09-03,18:00:00,KS,0,0,0,39.4,-101.05,0.0,0.0,0.1,10,1,1,1
7174,1963,9,4,1963-09-04,03:00:00,KS,1,0,0,39.07,-95.33,0.0,0.0,0.1,10,1,1,1
7175,1963,9,5,1963-09-05,13:30:00,TX,1,0,0,31.9,-94.42,0.0,0.0,0.1,17,1,1,1
7176,1963,9,5,1963-09-05,13:31:00,TX,0,0,0,32.58,-96.72,0.0,0.0,0.2,33,1,1,1
7177,1963,9,6,1963-09-06,13:30:00,TX,2,0,0,33.5,-97.72,0.0,0.0,0.1,17,1,1,1
7178,1963,9,6,1963-09-06,14:30:00,TX,2,0,0,32.55,-97.32,0.0,0.0,1.5,50,1,1,1
7179,1963,9,7,1963-09-07,13:30:00,TX,2,0,0,32.83,-97.1,0.0,0.0,0.4,50,1,1,1
7180,1963,9,9,1963-09-09,13:10:00,TX,0,0,0,28.0,-97.53,0.0,0.0,1.0,17,1,1,1
7181,1963,9,11,1963-09-11,08:00:00,KS,1,0,0,37.37,-95.27,0.0,0.0,0.1,10,1,1,1
7182,1963,9,11,1963-09-11,15:15:00,OK,1,0,0,35.12,-97.42,0.0,0.0,1.0,50,1,1,1
7183,1963,9,11,1963-09-11,17:45:00,OK,1,0,0,35.45,-99.2,0.0,0.0,0.1,10,1,1,1
7187,1963,9,12,1963-09-12,18:00:00,MA,1,0,0,42.7,-72.3,0.0,0.0,1.0,50,1,1,1
7199,1963,10,3,1963-10-03,14:20:00,MA,1,0,0,42.6,-73.2,0.0,0.0,3.0,17,1,1,1
7200,1963,10,20,1963-10-20,16:40:00,OK,2,0,0,36.17,-97.72,36.23,-97.65,5.9,10,1,1,1
7202,1963,10,20,1963-10-20,18:22:00,KS,0,0,0,37.35,-98.82,0.0,0.0,0.1,10,1,1,1
7203,1963,10,20,1963-10-20,18:45:00,KS,0,0,0,38.33,-98.23,0.0,0.0,0.1,10,1,1,1
7206,1963,10,22,1963-10-22,19:05:00,TX,0,0,0,32.9,-101.95,0.0,0.0,1.0,33,1,1,1
7207,1963,10,23,1963-10-23,12:55:00,TX,0,0,0,31.13,-102.1,0.0,0.0,1.0,40,1,1,1
7208,1963,10,23,1963-10-23,12:57:00,TX,0,0,0,31.42,-103.45,0.0,0.0,0.5,50,1,1,1
7210,1963,10,31,1963-10-31,16:00:00,TX,1,0,0,32.65,-95.42,0.0,0.0,1.0,440,1,1,1
7212,1963,11,8,1963-11-08,11:00:00,TX,3,1,0,28.17,-97.42,0.0,0.0,1.0,50,1,1,1
7213,1963,11,8,1963-11-08,13:00:00,TX,0,0,0,28.25,-97.3,0.0,0.0,0.5,17,1,1,1
7214,1963,11,8,1963-11-08,13:00:00,TX,1,0,0,28.65,-97.47,0.0,0.0,0.1,10,1,1,1
7218,1963,11,19,1963-11-19,10:00:00,TX,1,0,0,33.93,-97.62,0.0,0.0,0.5,100,1,1,1
7219,1963,11,19,1963-11-19,10:20:00,OK,1,0,0,34.25,-97.48,0.0,0.0,0.3,20,1,1,1
7220,1963,11,19,1963-11-19,11:00:00,TX,1,0,0,33.65,-97.37,0.0,0.0,0.5,17,1,1,1
7221,1963,11,19,1963-11-19,12:00:00,OK,2,0,0,34.4,-96.97,0.0,0.0,1.0,440,1,1,1
7222,1963,11,21,1963-11-21,17:30:00,KS,2,0,0,38.25,-101.73,38.6,-101.57,25.7,100,1,1,1
7223,1963,11,22,1963-11-22,02:10:00,OK,1,0,0,36.5,-96.73,0.0,0.0,0.1,10,1,1,1
7231,1964,1,24,1964-01-24,14:42:00,AR,2,2,0,36.18,-90.38,36.27,-90.28,8.1,300,1,1,1
7232,1964,1,24,1964-01-24,14:45:00,AR,0,0,0,35.93,-90.2,0.0,0.0,0.1,10,1,1,1
7233,1964,1,24,1964-01-24,15:00:00,AR,0,0,0,36.27,-92.6,0.0,0.0,0.1,10,1,1,1
7234,1964,1,24,1964-01-24,16:30:00,KY,1,2,0,36.53,-88.9,0.0,0.0,0.5,50,1,1,1
7235,1964,1,24,1964-01-24,19:00:00,AL,4,6,10,33.32,-86.43,33.33,-86.38,3.3,100,1,1,1
7236,1964,1,24,1964-01-24,20:16:00,KY,1,0,0,37.55,-86.55,0.0,0.0,0.1,10,1,1,1
7237,1964,1,24,1964-01-24,21:00:00,AL,2,0,0,34.25,-86.02,0.0,0.0,0.1,10,1,1,1
7238,1964,1,24,1964-01-24,21:00:00,KY,1,0,0,37.52,-85.92,0.0,0.0,0.1,10,1,1,1
7239,1964,1,24,1964-01-24,21:45:00,KY,1,0,0,37.9,-86.0,0.0,0.0,0.1,10,1,1,1
7240,1964,2,4,1964-02-04,19:00:00,TX,2,1,0,29.6,-96.33,29.62,-96.28,3.8,880,1,1,1
7243,1964,3,4,1964-03-04,05:20:00,AR,3,0,1,33.35,-93.4,33.45,-93.3,9.1,600,1,1,1
7245,1964,3,4,1964-03-04,10:00:00,TN,2,3,0,35.3,-89.7,35.4,-89.65,7.6,200,1,1,1
7246,1964,3,4,1964-03-04,10:30:00,TN,2,3,0,35.47,-89.67,35.55,-89.6,6.8,200,1,1,1
7247,1964,3,4,1964-03-04,11:00:00,TN,3,7,0,35.05,-88.27,35.38,-88.0,27.6,300,1,1,1
7248,1964,3,4,1964-03-04,11:30:00,KY,4,24,3,36.7,-88.45,36.88,-88.2,18.5,250,1,1,1
7249,1964,3,4,1964-03-04,14:25:00,KY,3,5,0,36.67,-88.9,36.72,-88.78,7.2,880,1,1,1
7253,1964,3,9,1964-03-09,01:00:00,AR,1,0,0,34.67,-93.53,0.0,0.0,2.5,833,1,1,1
7254,1964,3,9,1964-03-09,02:45:00,AR,1,0,0,34.98,-92.87,35.02,-92.82,3.8,833,1,1,1
7255,1964,3,9,1964-03-09,16:45:00,AL,3,1,0,34.5,-87.67,34.6,-87.53,10.4,10,1,1,1
7256,1964,3,9,1964-03-09,17:00:00,AL,3,2,2,34.85,-87.38,34.9,-87.32,5.2,10,1,1,1
7257,1964,3,10,1964-03-10,04:30:00,KY,1,0,0,38.53,-83.95,0.0,0.0,0.1,10,1,1,1
7260,1964,3,14,1964-03-14,12:10:00,KS,2,0,0,38.07,-94.77,0.0,0.0,0.5,100,1,1,1
7263,1964,3,18,1964-03-18,04:20:00,TX,1,1,0,28.95,-99.6,0.0,0.0,0.5,200,1,1,1
7264,1964,3,18,1964-03-18,16:26:00,TX,1,0,0,31.98,-102.08,0.0,0.0,0.1,13,1,1,1
7265,1964,3,19,1964-03-19,03:00:00,TX,1,0,0,29.8,-95.35,29.83,-95.28,5.1,400,1,1,1
7266,1964,3,19,1964-03-19,03:05:00,TX,2,0,0,29.75,-95.0,0.0,0.0,2.5,200,1,1,1
7267,1964,3,19,1964-03-19,04:00:00,TX,2,0,0,30.13,-94.4,0.0,0.0,0.2,17,1,1,1
7268,1964,3,19,1964-03-19,11:30:00,TX,1,0,0,28.4,-97.75,0.0,0.0,2.0,33,1,1,1
7272,1964,3,25,1964-03-25,15:45:00,AL,3,7,0,34.17,-87.27,34.2,-87.18,5.4,267,1,1,1
7273,1964,3,25,1964-03-25,18:00:00,KY,1,0,0,38.2,-85.92,0.0,0.0,0.1,10,1,1,1
7274,1964,3,25,1964-03-25,19:00:00,KY,2,1,0,38.18,-85.72,38.5,-85.12,38.4,10,1,1,1
7280,1964,4,2,1964-04-02,18:00:00,KS,1,0,0,38.95,-95.13,38.97,-95.0,7.1,10,1,1,1
7284,1964,4,3,1964-04-03,06:35:00,OK,3,1,0,33.95,-96.68,34.08,-96.45,16.7,200,1,1,1
7285,1964,4,3,1964-04-03,11:45:00,OK,2,0,0,34.88,-94.85,0.0,0.0,0.1,10,1,1,1
7286,1964,4,3,1964-04-03,12:00:00,AR,1,2,0,35.55,-93.93,0.0,0.0,0.1,10,1,1,1
7287,1964,4,3,1964-04-03,14:35:00,TX,5,111,7,33.9,-98.5,33.93,-98.43,4.7,500,1,1,1
7288,1964,4,3,1964-04-03,15:53:00,TX,1,0,0,34.07,-98.2,0.0,0.0,1.5,23,1,1,1
7289,1964,4,3,1964-04-03,16:20:00,KS,2,0,0,37.55,-97.3,0.0,0.0,0.1,10,1,1,1
7290,1964,4,3,1964-04-03,17:50:00,OK,2,0,0,34.05,-96.8,0.0,0.0,0.5,123,1,1,1
7291,1964,4,3,1964-04-03,17:55:00,OK,2,0,0,34.1,-96.65,0.0,0.0,0.1,10,1,1,1
7292,1964,4,3,1964-04-03,18:30:00,OK,0,0,0,35.2,-97.53,0.0,0.0,0.1,10,1,1,1
7293,1964,4,3,1964-04-03,18:40:00,OK,0,0,0,35.22,-97.5,0.0,0.0,0.1,10,1,1,1
7294,1964,4,3,1964-04-03,21:30:00,OK,1,0,0,34.08,-95.52,0.0,0.0,1.5,10,1,1,1
7295,1964,4,4,1964-04-04,23:15:00,OK,0,0,0,36.8,-97.5,0.0,0.0,0.1,10,1,1,1
7296,1964,4,5,1964-04-05,03:00:00,TX,2,0,0,32.67,-95.48,32.68,-95.45,2.7,1760,1,1,1
7298,1964,4,5,1964-04-05,22:15:00,AR,0,0,0,35.92,-91.83,0.0,0.0,1.5,33,1,1,1
7299,1964,4,6,1964-04-06,06:00:00,AL,1,0,0,32.22,-88.1,0.0,0.0,0.1,10,1,1,1
7300,1964,4,7,1964-04-07,08:30:00,AL,2,0,0,34.25,-86.75,34.27,-86.83,5.1,50,1,1,1
7301,1964,4,7,1964-04-07,09:10:00,AL,2,1,0,34.32,-86.08,34.33,-86.03,3.3,10,1,1,1
7302,1964,4,7,1964-04-07,10:00:00,AL,1,0,0,34.27,-86.03,0.0,0.0,0.1,10,1,1,1
7303,1964,4,7,1964-04-07,10:00:00,AL,1,0,0,34.32,-86.48,0.0,0.0,0.1,10,1,1,1
7304,1964,4,7,1964-04-07,10:30:00,AL,1,0,0,34.35,-86.6,34.38,-86.52,5.4,10,1,1,1
7311,1964,4,12,1964-04-12,01:30:00,AR,1,0,0,35.57,-90.02,0.0,0.0,0.1,10,1,1,1
7312,1964,4,12,1964-04-12,15:26:00,KS,3,3,0,38.75,-95.48,39.2,-95.23,33.8,880,1,1,1
7313,1964,4,12,1964-04-12,16:00:00,KS,3,22,1,39.23,-95.02,39.38,-94.87,14.0,440,2,0,1
7314,1964,4,12,1964-04-12,16:00:00,KS,4,9,3,38.12,-95.3,38.37,-95.13,19.4,880,1,1,1
7315,1964,4,12,1964-04-12,16:45:00,IA,4,28,1,40.67,-95.23,40.83,-95.1,13.1,400,1,1,1
7316,1964,4,12,1964-04-12,16:50:00,IA,2,0,0,40.9,-95.05,0.0,0.0,2.0,150,1,1,1
7317,1964,4,12,1964-04-12,17:00:00,KS,1,0,0,37.02,-95.33,37.07,-95.3,3.6,250,1,1,1
7318,1964,4,12,1964-04-12,17:15:00,OK,2,0,0,36.07,-96.05,0.0,0.0,0.2,50,1,1,1
7319,1964,4,12,1964-04-12,17:30:00,IA,1,0,0,41.25,-94.73,0.0,0.0,0.2,200,1,1,1
7320,1964,4,12,1964-04-12,17:30:00,IA,2,0,0,40.92,-94.47,41.02,-94.33,9.4,10,1,1,1
7323,1964,4,12,1964-04-12,18:10:00,KS,1,0,0,37.9,-94.77,37.93,-94.7,4.3,77,1,1,1
7324,1964,4,12,1964-04-12,20:00:00,AR,1,0,0,35.43,-94.27,0.0,0.0,0.1,10,1,1,1
7326,1964,4,12,1964-04-12,22:15:00,AR,1,0,0,34.1,-93.08,0.0,0.0,0.5,880,1,1,1
7327,1964,4,12,1964-04-12,22:15:00,AR,1,0,0,34.1,-93.08,0.0,0.0,0.5,880,1,1,1
7329,1964,4,12,1964-04-12,23:20:00,AR,1,0,0,35.45,-91.05,0.0,0.0,0.1,10,1,1,1
7331,1964,4,13,1964-04-13,15:10:00,KS,0,0,0,38.68,-98.13,0.0,0.0,0.1,10,1,1,1
7332,1964,4,13,1964-04-13,16:20:00,KS,1,0,0,38.87,-96.08,0.0,0.0,0.1,10,1,1,1
7334,1964,4,16,1964-04-16,15:00:00,TX,0,0,0,30.22,-97.72,0.0,0.0,0.1,10,1,1,1
7335,1964,4,16,1964-04-16,18:25:00,OK,0,0,0,36.8,-98.75,0.0,0.0,0.1,10,1,1,1
7336,1964,4,16,1964-04-16,21:55:00,TX,2,0,0,29.52,-100.95,0.0,0.0,2.0,33,1,1,1
7337,1964,4,17,1964-04-17,13:30:00,TX,2,2,1,29.92,-95.38,29.7,-95.12,21.9,27,1,1,1
7338,1964,4,19,1964-04-19,17:00:00,KS,2,0,0,38.27,-100.13,0.0,0.0,0.1,10,1,1,1
7339,1964,4,19,1964-04-19,19:00:00,KS,0,0,0,38.42,-99.17,0.0,0.0,0.1,10,1,1,1
7340,1964,4,20,1964-04-20,17:00:00,OK,0,0,0,36.2,-95.38,0.0,0.0,0.1,10,1,1,1
7343,1964,4,20,1964-04-20,19:35:00,KS,2,0,0,39.45,-97.08,39.6,-96.95,12.4,50,1,1,1
7344,1964,4,20,1964-04-20,21:40:00,IA,2,0,0,40.75,-95.47,40.78,-95.42,2.7,300,1,1,1
7345,1964,4,20,1964-04-20,21:40:00,KS,2,0,0,38.7,-94.78,0.0,0.0,0.1,10,1,1,1
7346,1964,4,20,1964-04-20,21:45:00,KS,1,0,0,39.52,-95.37,0.0,0.0,0.1,10,1,1,1
7347,1964,4,20,1964-04-20,22:00:00,KS,1,0,0,39.73,-95.18,0.0,0.0,0.1,10,1,1,1
7348,1964,4,20,1964-04-20,22:00:00,IA,2,1,0,40.9,-95.38,0.0,0.0,0.1,350,1,1,1
7349,1964,4,20,1964-04-20,22:30:00,IA,3,1,0,41.4,-95.05,41.4,-94.92,6.1,350,1,1,1
7350,1964,4,20,1964-04-20,23:00:00,KS,2,0,0,37.73,-95.3,37.8,-95.23,5.7,10,1,1,1
7352,1964,4,22,1964-04-22,14:15:00,KS,1,0,0,39.43,-99.28,39.48,-99.22,4.9,880,1,1,1
7353,1964,4,22,1964-04-22,15:15:00,KS,3,2,0,37.95,-98.88,38.7,-98.33,59.7,880,1,1,1
7354,1964,4,22,1964-04-22,16:45:00,OK,2,1,0,36.32,-97.82,36.75,-97.07,54.0,733,1,1,1
7355,1964,4,22,1964-04-22,17:30:00,KS,1,0,0,37.92,-97.42,0.0,0.0,0.1,10,1,1,1
7356,1964,4,22,1964-04-22,17:30:00,OK,1,0,0,36.47,-97.52,36.73,-97.13,28.1,10,1,1,1
7357,1964,4,22,1964-04-22,17:30:00,KS,2,0,0,38.28,-97.48,0.0,0.0,0.1,10,1,1,1
7358,1964,4,22,1964-04-22,17:30:00,KS,1,2,0,38.42,-97.05,0.0,0.0,0.1,10,1,1,1
7359,1964,4,22,1964-04-22,17:45:00,OK,1,0,0,36.5,-97.5,0.0,0.0,0.1,10,1,1,1
7360,1964,4,22,1964-04-22,18:00:00,KS,0,0,0,38.75,-96.65,0.0,0.0,0.1,10,1,1,1
7361,1964,4,22,1964-04-22,18:00:00,KS,0,0,0,38.72,-90.68,0.0,0.0,0.1,10,1,1,1
7362,1964,4,22,1964-04-22,18:00:00,KS,1,0,0,38.68,-96.72,0.0,0.0,0.1,10,1,1,1
7363,1964,4,22,1964-04-22,18:00:00,KS,0,0,0,38.38,-96.62,0.0,0.0,0.1,10,1,1,1
7364,1964,4,22,1964-04-22,18:00:00,KS,2,0,0,38.28,-96.72,0.0,0.0,0.1,10,1,1,1
7365,1964,4,22,1964-04-22,18:00:00,KS,2,0,0,38.32,-96.68,0.0,0.0,0.1,10,1,1,1
7366,1964,4,22,1964-04-22,18:00:00,KS,1,0,0,38.35,-96.65,0.0,0.0,0.1,10,1,1,1
7367,1964,4,22,1964-04-22,18:30:00,KS,0,0,0,38.48,-96.05,0.0,0.0,0.1,10,1,1,1
7368,1964,4,22,1964-04-22,18:30:00,KS,0,0,0,30.53,-96.08,0.0,0.0,0.1,10,1,1,1
7369,1964,4,22,1964-04-22,18:30:00,KS,0,0,0,30.45,-96.12,0.0,0.0,0.1,10,1,1,1
7370,1964,4,22,1964-04-22,18:30:00,KS,1,0,0,38.48,-96.15,0.0,0.0,0.1,10,1,1,1
7371,1964,4,22,1964-04-22,18:45:00,KS,1,0,0,38.67,-95.73,0.0,0.0,0.1,10,1,1,1
7372,1964,4,22,1964-04-22,19:00:00,KS,0,0,0,38.53,-94.85,0.0,0.0,0.1,10,1,1,1
7373,1964,4,22,1964-04-22,19:00:00,KS,2,1,0,38.55,-95.28,0.0,0.0,0.1,10,1,1,1
7374,1964,4,22,1964-04-22,19:15:00,KS,1,0,0,38.58,-94.8,0.0,0.0,0.1,10,1,1,1
7375,1964,4,22,1964-04-22,19:15:00,KS,1,0,0,38.77,-94.85,0.0,0.0,0.1,10,1,1,1
7376,1964,4,22,1964-04-22,20:00:00,TX,3,2,0,33.43,-95.85,33.5,-95.78,5.9,50,1,1,1
7378,1964,4,23,1964-04-23,07:19:00,TX,2,0,0,33.65,-95.62,33.65,-95.5,6.6,100,1,1,1
7379,1964,4,23,1964-04-23,07:19:00,TX,2,0,0,33.65,-95.62,0.0,0.0,2.0,23,1,1,1
7382,1964,4,23,1964-04-23,15:46:00,TX,0,0,0,31.78,-99.38,0.0,0.0,2.0,33,1,1,1
7383,1964,4,23,1964-04-23,16:30:00,TX,1,0,0,33.72,-99.02,0.0,0.0,1.0,37,1,1,1
7384,1964,4,23,1964-04-23,16:50:00,OK,0,0,0,34.6,-98.33,0.0,0.0,0.1,10,1,1,1
7385,1964,4,23,1964-04-23,17:30:00,KS,0,0,0,37.92,-97.43,0.0,0.0,0.1,10,1,1,1
7386,1964,4,23,1964-04-23,20:00:00,TX,1,0,0,31.75,-99.55,0.0,0.0,1.0,13,1,1,1
7387,1964,4,23,1964-04-23,23:25:00,OK,0,0,0,34.83,-95.55,0.0,0.0,0.1,10,1,1,1
7388,1964,4,23,1964-04-23,23:25:00,OK,1,0,0,34.83,-95.57,0.0,0.0,0.1,10,1,1,1
7389,1964,4,24,1964-04-24,04:36:00,TX,1,0,0,32.82,-94.35,32.88,-94.25,7.4,33,1,1,1
7391,1964,4,24,1964-04-24,14:10:00,TX,1,0,0,31.7,-99.0,0.0,0.0,2.0,400,1,1,1
7392,1964,4,24,1964-04-24,15:00:00,TX,1,3,0,31.7,-98.28,0.0,0.0,0.5,67,1,1,1
7393,1964,4,24,1964-04-24,16:00:00,TX,1,0,0,33.87,-99.27,0.0,0.0,1.0,100,1,1,1
7394,1964,4,24,1964-04-24,16:43:00,TX,1,1,0,32.0,-98.6,0.0,0.0,1.0,20,1,1,1
7395,1964,4,25,1964-04-25,05:00:00,TX,0,0,0,32.82,-94.38,0.0,0.0,1.0,13,1,1,1
7399,1964,4,25,1964-04-25,18:02:00,KS,0,0,0,38.32,-96.28,0.0,0.0,0.1,10,1,1,1
7400,1964,4,26,1964-04-26,06:00:00,TX,2,0,0,30.55,-97.7,0.0,0.0,1.0,17,1,1,1
